tsudayan	つだやん
penpen	ぺんぺん
kunaiuri	くない瓜
kuo	クオ
fuyoshin	ふょしん
ayasemami	綾瀬まみ
yuuyakun	ゆーやくん
haru	ハル
torisawa	鳥沢
reiju	れいじゅ
miraru	みらる
zzuzu	ッズズ
zuboradou	ずぼら堂
ranko	ランコ
yuu	ゆう
goma	ごま
sabo	さぼ
kan	かん
inashiro	いなしろ
mayua	まゆあ
sekken	せっけん
suzumarimaruko	すずまりまるこ
sodachi	育ち
hayawo	はやを
arara	あらら
nazu	なず
ibikineko	鼾猫
riomatsu	りおまつ
nuika	ぬいか
harukuma	はるくま
toritorin	トリトリン
midorikun	みどりくん
miyamai	みやまぃ
chikiu	ちきう
tsumezozo	つめぞぞ
samansa	サマンサ
kengo	ケンゴ
kenpirou	けんぴろう
souma	相馬
kumo	雲
mamemi	まめみ
hidaka	ヒダカ
nuika	ぬいか
inoneko	いのねこ
tosaka	とさか
unnohideyuki	うんのひでゆき
renka	れんか
souzai	そうざい
yukikaze	ゆきかぜ
guntose	ぐんとせ
kaibashira	かいばしら
naki	なき
motomichi	元道
yoshiki	よしき
kinomin	きのみん
taichange	タイちゃんげ
mimiuran	みみウラン
bibiriaruaru	ビビりあるある
yukihiko	ゆきひこ
tararira	たらりら
hanachan	はなチャン
fumoru	ふもる
sakata	坂田
nyamin	にゃみん
miurameigen	みうら名言
fuwakunomama	不惑のママ
babuko	ばぶ子
hideki	ひでき
aoko	あおこ
michisachipapa	みちさちパパ
kiyohiro	キヨヒロ
hakofugu	ハコフグ
itasuke	イタスケ
murasakiiroi	むらさきいろい
todofurai	とどフライ
yuukimaru	ゆうきまる
seya	瀬谷
tonchan	とんちゃん
puni	ぷに
nagabana	ナガバナ
akaaka	赤赤
uniko	うにこ
kouchapanda	紅茶ぱんだ
matsukiyo	まつきよ
bunisuke	ぶにすけ
hosson	ホッソン
raion	らいおん
kosakura	こさくら
yuuta	ゆうた
roube	ろうべ
kotorisan	小鳥さん
hijiri	聖
tsurumyon	つるみょん
zono	ぞの
hiroto	ヒロト
akihiro	あきひろ
zeroro	ぜろろ
dokanmania	ドカンマニア
mamikichi	まみきち
akemi	明美
mamiru	まみる
tomoharu	ともはる
urako	うらこ
ichijou	一条
rean	レアン
kazuma	かずま
pechitan	ぺちたん
miyasa	みやさ
kannya	かんにゃ
yuuta	ゆうた
asayan	あさやん
zono	ぞの
mizusorairo	水空色
airi	あいり
ponkotsu	ぽんこつ
manamin	まなみん
mamonotsu	まものつ
harimaru	はりまる
aohoshi	あおほし
nishikawa	にしかわ
aga	あが
akinosora	秋野ソラ
deko	でこ
shinji	伸二
haijingou	俳人号
shiro	シロ
satomin	さとみん
miiyu	みーゆ
ikatako	いかたこ
mutsumirira	睦りら
nyan	にゃん
kojika	こじか
hirorin	ひろりん
tamae	たまえ
kototan	ことたん
himi	ひみ
yoshitaka	よしたか
koukikeitopapa	こうきけいとパパ
noritama	のりたま
yururi	ゆるり
teuteu	てうてう
yumemakura	夢まくら
mitochon	みとちょん
kuiijisokuhou	食い意地速報
saba	鯖
garururou	ガルル郎
atama	あたま
matsunoumi	まつのうみ
ryou	凌
yuyupiyo	ゆゆぴよ
kurotori	クロトリ
itarobo	いたろぼ
kinachoku	きなちょく
kanikama	蟹蒲
puni	ぷに
nanikonogazou	なにこの画像
suzuki	すずき
kiyobei	きよべい
ebichiri	えびちり
yakonoudon	やこのうどん
urashimatarou	浦島タロウ
raika	ライカ
makochan	まこちゃん
herusakon	ヘル左近
usako	うさこ
uta	ウタ
yukkuri	ゆっくり
natsunon	なつのん
kogu	こぐ
suzuki	すずき
yuno	ゆの
kiri	キリ
gaiza	がいざ
niura	ﾆｳﾗ
saitouhiro	さいとうひろ
moguzou	もぐぞう
rairai	らいらい
piyomurasaki	ぴよむらさき
yamaringo	やまりんご
mitsuba	みつば
oharu	おはる
namiya	なみや
takawossan	たかをっさん
kika	キカ
reina	玲奈
mitsuba	みつば
saku	さく
ito	伊都
koukikeitopapa	こうきけいとパパ
kiki	キキ
katsuo	かつお
tentekomai	てんてこまぃ
ojigesan	おじげさん
sakusaku	さくさく
onichichama	おにちちゃま
sarasa	さらさ
nagase	長瀬
omatsu	お松
iriyuki	いりゆき
adachi	あだち
kirinyan	きりにゃん
uraneko	裏猫
yomogi	よもぎ
yamaringo	やまりんご
yosshi	よっし
michisachipapa	みちさちパパ
danmitsu	壇蜜
yon	ヨン
suzunotakahisa	スズノタカヒサ
rua	るぁ
hashineko	ハシネコ
torusutoi	トルストイ
myaako	みゃーこ
nikumaru	肉丸
okusuridou	おくすり堂
nisezatsugaku	ニセ雑学
shinya	しんや
tsukigumi	つきぐみ
ayana	あやな
kuromori	黒森
nameyasu	なめやす
gezumakiba	げずまきば
ootamakoto	太田誠
izaya	いざや
nyaomasa	にゃおまさ
kamimuraerika	神村エリカ
aki	あき
sasachi	ささち
manaka	まなか
mikan	みかん
rihochiru	りほちる
aikata	相方
monchi	もんち
rereriri	れれりり
misagosan	ミサゴさん
maho	真帆
kaorin	かおりん
aninonia	豈乃ニア
seikai	青海
mikan	みかん
shousei	小生
hitomi	ひとみ
mikuru	みくる
ishirini	いしりに
hiru	ひる
oomura	大村
mikadosakura	御門桜
doramichan	ドラミちゃん
hamukogou	はむこ号
konkito	こんきと
aburaeoyaji	油絵オヤジ
reokun	レオくん
takataka	たかたか
urashimatarou	浦島タロウ
masumi	ますみ
tatsuya	たつや
iku	いく
happachan	はっぱちゃん
yatohomu	やとほむ
gomentosu	ごめんとす
eko	えこ
toori	トーリ
michisachipapa	みちさちパパ
kazekoga	かぜこが
karuyamakaruru	かる山かるる
nikimaru	にきまる
papabusa	パパブサ
sakuragikazuma	サクラギカズマ
takuya	たくや
kenji	けんじ
kiyowa	キヨワ
minu	みぬ
purimo	プリモ
mitsu	みつ
kajibo	かじぼ
takataka	たかたか
kei	けい
satori	さとり
muku	ムク
yukihiko	ゆきひこ
shinome	篠目
momotasan	もも田さん
reokun	レオくん
yotsubarai	四葉来
kerotan	ケロたん
puricha	ぷりちゃ
monaka	もなか
kiki	キキ
doramichan	ドラミちゃん
tobutetsu	とぶてつ
miyuki	美雪
yamada	やまだ
soranoiro	そらのいろ
mizuno	水乃
ryun	りゅん
karozzo	カロッゾ
nyanta	にゃんた
juri	じゅり
naito	ナイト
azuna	あずな
kaito	魁斗
junjun	じゅんじゅん
dorayaki	どらやき
shirotama	しろたま
mirai	未来
komu	こむ
midorime	緑芽
kokoro	こころ
japa	じゃぱ
mikako	みかこ
shiichan	しいちゃん
suzu	スズ
nan	なん
muu	むう
datsumouhakusho	脱毛白書
sesuna	せすな
runa	ルナ
yamada	山田
hiro	ひろ
hemu	へむ
koko	ここ
riyu	りゆ
hozumitaruho	穂積足穂
kayashimaeiichi	萱島映一
wadachiya	轍屋
tentama	てんたま
ameame	飴飴
honmarunisshi	本丸日誌
kiyobei	きよべい
sakakura	さかくら
yanmo	やんも
muusan	むーさん
sasami	ささみ
rare	られ
ten	てん
samushiro	さむしろ
miyazaemon	宮座衛門
taniryo	たにりょ
para	ぱら
mayata	マヤタ
satoran	さとらん
sarupengin	さるペンギン
mare	まれ
miyuemon	みゆえもん
taone	タオネ
suzuki	すずき
upepo	うぺぽ
yamaneko	やまねこ
raika	らいか
mimi	ミミ
uni	うに
roberobe	ロベロベ
shion	紫苑
fujimune	ふじむね
kokui	こくい
nemu	ねむ
rokuchan	ろくちゃん
haruuma	春馬
matsushin	まつしん
unanananananagi	うななななななぎ
hotamin	ホタみん
hinageshi	雛夏至
riria	りりあ
torapon	とらぽん
hayato	はやと
chonsu	ちょんす
kekkai	結界
kana	かな
kamicha	かみちゃ
yomi	よみ
yamaneko	やまねこ
sakupan	さくぱん
dairiten	代理店
sutato	すたと
regupeso	レグぺそ
chibimitsu	ちびみつ
setsuga	セツガ
samidare	五月雨
hikapote	ひかぽて
kusege	くせげ
asarin	あさりん
hakumai	白米
daizu	大豆
dassoujieitai	脱走自衛隊
sakurura	さくるら
pororumaki	ポロルマキ
takami	たかみ
hanetani	はねたに
shigewo	しげを
hirose	ひろせ
teketoko	てけとこ
kaname	かなめ
miki	みき
nayuse	なゆせ
meru	める
hitchan	ひっちゃん
mameena	豆えな
kuki	くき
ibajiji	イバジジ
saenaisuugakuto	冴えない数学徒
seiran	晴嵐
maru	まる
toarun	とあるん
nyanta	にゃんた
patariro	パタリロ
ran	ラン
topusu	とぷす
usaka	うさか
eriko	エリ子
matsunabi	まつなび
oudon	おうどん
inukaiohagi	いぬかいおはぎ
izayoi	十六夜
kairoshi	回路師
yuna	ユナ
goinkyo	ご隠居
shunki	しゅんき
cha	ちゃ
sakimiya	さきみや
pokoten	ぽこ天
haniwa	はにわ
nanase	七瀬
saburin	サブリン
yaku	やく
yuuutsutenshi	憂鬱天使
sukaparada	すかぱらだ
ta	た
natsuyama	なつやま
yuukun	ゆうくん
konucha	こぬちゃ
muei	むえい
tenorimike	手乗りミケ
aochin	あおちん
burita	ぶり太
rika	りか
yuhayu	ゆはゆ
shinobu	シノブ
sakimori	さきもり
ren	れん
aki	あき
mayurudou	まゆる堂
takasemano	たかせまの
mamonotsu	まものつ
kekkai	結界
ryocha	りょちゃ
ozu	オズ
toku	とく
gen	げん
yuyumurasaki	ユユムラサキ
atsuage	あつあげ
hitsu	ひつ
neyorika	ねよりか
senchan	せんちゃん
mon	もん
kurosakimanbou	黒咲まんぼう
tagawakatsumi	田川克巳
kuromaro	くろまろ
take	たけ
nobi	のび
hoshiumi	ほしうみ
temo	テモ
enoki	えのき
hyakuson	ひゃくそん
onoinafu	小野イナフ
macho	まちょ
sakana	さかな
tama	たま
kerakera	けらけら
kiichi	きいち
momo	桃
asunyan	あすにゃん
araraki	あららき
memin	めみん
doremi	ドレミ
akonyan	あこにゃん
ronekosa	ろねこさ
etsuran	えつらん
wasabino	わさびの
take	たけ
mei	芽依
mafuyu	まふゆ
yamamoto	やまもと
asashiossan	朝潮っさん
moche	もちぇ
karaage	からあげ
reto	れト
yuru	ゆる
kuekue	くえくえ
pikapika	ぴかぴか
sora	ソラ
kanzakishun	神崎瞬
naya	ナヤ
amatsuba	あまつば
kuroyuri	クロユリ
non	のん
sakana	さかな
hanafusa	はなふさ
hiroimono	ひろいもの
shagami	しゃがみ
komorebi	こもれび
yun	ゆん
haichuu	はいちゅう
akikaze	あきかぜ
yamaneko	やまねこ
hirunikurai	ひるにくらい
akasatana	あかさたな
kurara	くらら
zuzushiki	ずずしき
taiyake	たいやけ
tantan	たんたん
yuru	ゆる
kiyobei	きよべい
mameena	豆えな
shinbunbuinsaku	新聞部員サク
kapisuke	かぴすけ
haruno	春乃
nasuo	なすお
umanari	うまなり
tomatozerii	トマトゼリー
shinbunbuinsaku	新聞部員サク
rikasan	りかさん
kurayoko	くらよこ
utagorira	ウタゴリラ
sakaji	さかじ
kiridarukyan	きりだるきゃん
yumeka	夢架
kongu	コング
shamojikaze	しゃもじかぜ
aroa	アロア
tsubasa	つばさ
dobamu	ドバム
noji	のじ
regupeso	レグぺそ
maria	まりぁ
tensou	てんそう
nekonyanma	猫にゃんま
kayuki	かゆき
amu	あむ
maron	マロン
akamiyanozaki	赤宮ノザキ
taorusugisaku	タオル杉作
kenyu	けんゆ
ishikawa	石川
nemutai	ねむたい
fasuzabu	ふぁすざぶ
kinokonotake	きのこの竹
ookumaneko	大熊ネコ
reizu	レイズ
seto	セト
itsuka	いつか
usagineko	うさぎねこ
noraneko	野良猫
okita	おきた
omarugou	おまる号
miyochi	みよち
miya	みや
yokoyan	よこやん
yuu	悠
umanari	うまなり
hikaneko	ひかねこ
shimotsuke	しもつけ
miya	みや
jugon	じゅごん
jinharu	じんはる
nangokukajitsu	南国果実
shio	しお
yunoawa	湯のあわ
nekonomiiko	猫のミー子
yukitouko	ユキトウコ
mizukiri	ミズキリ
rena	れな
sasami	ささみ
fujitahiroyuki	藤田浩之
daruton	ダルトン
shio	しお
ririko	りりこ
masumasu	ますます
osebasu	おせばす
kana	かな
ogurin	おぐりん
kotatsu	こたつ
kokui	こくい
kani	かに
misaki	みさき
pakunofu	ぱくのふ
risamama	リサママ
kazeninaritai	風になりたい
shiguren	しぐれん
otoko	おと子
megumi	メグミ
kuro	くろ
mitsuhiko	みつひこ
shibakou	シバコウ
poikatsu	ポイ活
harukichi	ハル吉
mimihamuko	みみはむこ
sui	酔
shiina	しいな
zakishin	ざきしん
sakura	櫻
mashutaro	ましゅたろ
yoshinari	よしなり
koko	ここ
mariorima	まりおりま
mofu	もふ
mizudako	みずだこ
ouji	王子
tsunetan	ツネタン
ruri	瑠璃
reonarudo	レオナルド
tou	塔
chima	ちま
tontonsan	とんとんサン
nao	なお
kika	キカ
matcha	抹茶
tontonsan	とんとんサン
makoto	真琴
naofumi	なおふみ
mirukutanuki	みるくたぬき
peperon	ぺぺろん
taiya	たいや
nana	なな
harusuke	はるすけ
oga	おが
shiosakadaiki	しおさかだいき
kano	かの
yurugina	ゆるぎな
popipepu	ぽぴぺぷ
yuran	ゆらん
yamagatatsubaki	山形つばき
urara	ウララ
kaatan	カータン
chaguma	チャグマ
arazome	あらぞめ
haru	ハル
roa	ロア
isan	イサン
berunchan	ベルンちゃん
kapibara	カピバラ
agetako	あげたこ
megumi	恵
niyu	にゆ
kohaku	こはく
kazu	かず
donmai	どんまい
aki	あき
oishiiocha	おいしいお茶
moe	もえ
aosan	あおさん
nekonoizumi	猫の泉
yokko	よっこ
shishieri	獅子えり
miiko	みぃこ
reiki	レイキ
satori	さとり
aotsuki	あおつき
risa	りさ
akko	あっこ
sara	さら
hayashi	林
raiko	ライコ
yamamin	やまみん
amanoguchi	アマノグチ
kukun	くくん
oga	おが
harunba	はるんば
kamiyo	かみよ
himotarou	ひもたろう
kamesan	カメさん
mito	みと
hyoroko	ヒョロコ
ayapoko	あやぽこ
nayu	なゆ
hijiki	ひじき
nontan	のんたん
matamatasaburou	又々三郎
imoten	いもてん
zen	禅
powanie	ポワニエ
kanekoneko	かねこねこ
miyuu	みゆう
akane	あかね
kotori	ことり
yumenofune	夢の船
agoten	あごてん
umi	うみ
azumae	あづまえ
eku	えく
saga	嵯峨
hidepumi	ヒデプミ
kanamon	かなモン
mimi	みみ
sabamiso	サバミソ
senami	瀬波
azuki	あずき
marumo	まるも
kihara	キハラ
hitotose	ヒトトセ
chiamo	ちあも
yuki	ゆき
tadachan	ただちゃん
neo	ねお
sasanokame	ささのかめ
yururan	ゆるらん
towachimu	とわちむ
homuchin	ほむちん
makiho	牧歩
usapika	うさピカ
konbu	こんぶ
budou	ぶどう
piroshiki	ぴろしき
takuto	タクト
orin	おりん
ken	けん
memi	めみ
umiyuri	うみゆり
muu	むう
koumosu	こうもす
yotsuba	よつば
shobon	しょぼん
aochiin	あおちぃん
yau	やう
chii	ちー
kino	キノ
kazu	かず
rinbuu	リンブー
yoshitaka	義孝
zebi	ぜび
bangou	番号
mizuki	みずき
ren	れん
kyakkan	きゃっかん
moyu	もゆ
hinata	ひなた
kabechoro	かべちょろ
saoman	さおまん
takanyan	たかニャン
noa	のあ
shiroha	しろは
itsuki	いつき
ranchan	ランちゃん
unpoko	うんぽこ
shirainu	しらいぬ
rika	リカ
nagaimo	ながいも
porarin	ぽらりん
kureno	クレノ
ponte	ぽんて
fana	ファナ
hekipeki	へきぺき
nyoroki	にょろき
daraneko	だらネコ
sai	さい
kyaraboku	きゃらぼく
sucharaka	すちゃらか
reirin	れいりん
rukusu	るくす
aki	アキ
yutsukiasami	ゆつきあさみ
yuri	ゆり
mojison	もじそん
sayu	さゆ
takayuki	たかゆき
shou	ショウ
yuyuko	ゆゆこ
manekineko	まねきねこ
sabo	さぼ
hikaru	ひかる
masao	まさお
shirogoma	白胡麻
kanose	かのせ
ayumichama	あゆみちゃま
yoyoto	よよと
geeno	ゲーノ
ura	うら
usami	うさみ
nopi	のぴ
ramuken	らむけん
akita	あき太
yuka	ゆか
yoshikawa	ヨシカワ
kitakura	北倉
ameameko	あめあめこ
renri	れんり
mokorin	もこりん
noza	のざ
usami	うさみ
fukuaki	福あき
matsuhaya	まつはや
shigure	時雨
sonchan	そんちゃん
onigamitora	おにがみとら
wozatomo	ヲザトモ
ayanamihei	綾波ヘイ
missan	みっさん
murasakiiroi	むらさきいろい
banri	バンリ
chikimaru	ちきまる
kotori	ことり
namuru	なむる
korua	コルア
yon	よん
yuki	ゆき
tomoe	朋絵
konbu	こんぶ
annosuke	あんのすけ
kobachi	小鉢
umu	うむ
kazamineko	風見猫
soraran	そららん
karen	珈憐
akeno	あけの
saorin	さおリン
iro	いロ
dentou	電灯
itokei	いとけい
an	あん
isana	いさな
hina	ひな
gyaodayo	ぎゃおだよ
itokichi	いときち
soraran	そららん
sakuranyan	さくらにゃん
sagannishiogi	サガン西荻
iori	いおり
makoto	まこと
mika	ミカ
ponchin	ぽんちん
ruyu	るゆ
otsuru	おつる
itou	伊藤
happa	はっぱ
zuo	ずお
soraran	そららん
kurono	くろの
mirano	みらの
fuetakishi	フエタキシ
nino	ニノ
nukotsumuri	ぬこつむり
saratoramama	サラトラママ
shinogu	しのぐ
koorogi	コオロギ
amagi	あまぎ
takanagikaya	たかなぎかや
sakipeka	先ペカ
hitomi	ひとみ
ringonoame	りんごの雨
akiboo	あきぼー
chie	ちえ
kon	こん
yuzu	ゆず
umi	ウミ
yunno	ゆんの
osugi	おすぎ
hikaru	ひかる
mitasanta	ミタ三タ
morimura	もりむら
hanauta	はなうた
suna	すな
ten	てん
marumori	丸森
kaji	カジ
teto	てと
mikemaneki	三毛招き
rumi	ルミ
kyon	きょん
jun	じゅん
osuimono	お吸い物
eisou	えぃそう
hakurikiko	薄力粉
iwakugi	イワクギ
kazunoko	数の子
ame	アメ
gururin	ぐるりん
hokuro	ほくろ
kureha	くれは
mirano	みらの
mujikun	むじくん
zatta	雑多
takara	たから
torihiki	取引
pekopon	ペコポン
zakuromochi	ざくろもち
nanashin	ナナシン
nyantako	にゃんたこ
okano	おかの
shintaro	しんたろ
akko	あっこ
etchin	えっちん
orikun	おりくん
kumagai	クマガイ
rioneko	りぉねこ
ainu	亜犬
poyopoyochan	ぽよぽよちゃん
nui	ぬい
shikao	鹿緒
torihiki	取引
nomikke	のみっけ
mana	まな
kaki	柿
peso	ぺそ
sora	そら
piyo	ぴよ
michiko	みちこ
reita	れいた
ruruberu	ルルベル
merisu	メリス
hayama	葉山
miyuu	みゆう
fujiharu	ふじはる
utano	歌野
yuukichi	ゆう吉
kyoizumi	キョイズミ
kakeru	かける
makiharamakio	牧原まきお
hinachapi	ひなちゃぴ
fukuhanchi	ふくはんち
fujikai	フジ貝
kirin	きりん
yuu	ゆう
korokorokurumi	ころころくるみ
hokuro	ほくろ
morisan	森さん
chiro	ちろ
sonata	ソナタ
rin	りん
harukana	遥かな
emu	えむ
aro	あろ
hakumai	はくまい
tomatochan	とまとちゃん
itoyoukan	糸ようかん
akkarin	あっかりん
kakka	かっか
komazabesu	コマザベス
kidotami	きどたみ
megasaki	メガサキ
maikun	マイ君
masakuni	まさくに
risa	りさ
yuki	雪
takuya	たくや
miya	ミヤ
kawauso	川うそ
gata	ガタ
ishiatama	いしあたま
nisshi	にっし
saku	さく
uenshi	ウエンシ
pino	ぴの
sagadai	さがだい
shiranotaki	しらのたき
mameko	まめこ
mai	まい
numaken	ぬまけん
yusa	遊佐
ramune	ラムネ
tako	たこ
nata	なた
kinokino	きのきの
hachinohe	八戸
terayan	テラヤン
nyankoro	にゃんころ
kobayuri	こばゆり
jokin	じょきん
kotora	ことら
chimura	ちむら
mio	みお
masakuni	まさくに
kunaya	くなや
mutta	むった
haribon	ハリボン
mabotaso	まぼたそ
ma	ま
yumie	ゆみえ
kantenchouko	環天頂弧
sakaki	榊
mochi	もち
aipeta	あいぺた
amimin	あみみん
yudoufu	湯豆腐
dekao	デカオ
numata	沼田
nonomaru	ののまる
nirainotsuki	二ライノツキ
okamo	おかも
ran	らん
iamatau	イアマタウ
zuma	ずま
nagisa	渚
haruto	ハルト
harukai	春改
kuma	くま
hotarunokotone	ホタルノコトネ
asaka	あさか
sakachotsu	さかちょつ
aohime	蒼姫
yuzuyu	ゆずゆ
rou	楼
takuto	タクト
tsumiki	つみき
yurugon	ゆるゴン
tamagosando	たまごさんど
takuan	たくあん
riki	リキ
toubun	とうぶん
yone	よね
norakuroneko	野良黒猫
iamatau	イアマタウ
kusabi	楔
kumipiyo	くみぴよ
matsuko	まつこ
chinatsu	チナツ
raora	らおら
chunta	ちゅんた
sesokone	セソコネ
tamamizu	玉水
pengirin	ぺんぎりん
mebaru	めばる
